position,track_title,artist_raw,release_id,artist_clean,cover_url,thumb_url,styles,genres,year,album_title,album_artist
C4,Last Dance,Donna Summer,4661277,Donna Summer,https://i.discogs.com/w8vP5QyBbBPlC4T9aAIQZCaMDBVG-E3Tr8ToJffcL1o/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2NjEy/NzctMTM3MTQxMTgx/OS02Mjk2LmpwZWc.jpeg,https://i.discogs.com/5mBzdn73OqYWeQosNZr6rbk3-9RF_DaKxTu8lXASoX0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2NjEy/NzctMTM3MTQxMTgx/OS02Mjk2LmpwZWc.jpeg,Disco,"Electronic, Funk / Soul",1978.0,Live And More,Donna Summer
A1,Mystery Movie Theme,Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
A2,The Streets Of San Francisco,Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
A3,Bumper's Theme,Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
A4,Kojak / S.W.A.T.,Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
B1,Baretta's Theme (Keep Your Eye On The Sparrow),Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
B2,The Rockford Files,Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
B3,Hawaii Five-O,Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
B4,Police Woman,Henry Mancini,4075038,Henry Mancini,https://i.discogs.com/ivGzObK1IAk3yp0mASlSU6d99yF-QQ5aXZoI4L7PLmk/rs:fit/g:sm/q:90/h:485/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,https://i.discogs.com/zCc5qMDtWRVZ7frC_s6ddYFh_nY5VBHPCi6YxGeygE8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNzUw/MzgtMTM1NDM5MDM5/NS02OTU2LmpwZWc.jpeg,"Jazz-Funk, Easy Listening","Jazz, Funk / Soul, Stage & Screen",1976.0,The Cop Show Themes,Henry Mancini
A1,Samba De Verão,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
A2,Estrelar,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
A3,Sei Lá = Get Up,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
A4,Velhos Surfistas Querendo Voar,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
A5,Tapa No Real,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
A6,Fogo Do Sol,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
B1,Viola Enluarada,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
B2,Naturalmente,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
B3,"Tapetes, Guardanapos E Cetins",Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
B4,Mais Que Amor,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
B5,Bicho No Cio,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
B6,A Paraíba Não É Chicago,Marcos Valle,2598435,Marcos Valle,https://i.discogs.com/8yC-6xcW-hyClFSUXzq-GF7oLuQ5fhT5zOy5O1AT61k/rs:fit/g:sm/q:90/h:507/w:510/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,https://i.discogs.com/VtOW2FyrjxU622SBw7yAJIqqQp3AYF1hSr_AzhW5qhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTg0/MzUtMTM4MjU1ODU0/Ny0xMzQ5LmpwZWc.jpeg,"Samba, Soul, MPB, Bossa Nova","Latin, Funk / Soul, Pop",1991.0,Sucessos,Marcos Valle
A1,Ring My Bell,Anita Ward,2904998,Anita Ward,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
A2,Hot Numbers,Foxy,2904998,Foxy,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
A3,Boomerang,Celi Bee,2904998,Celi Bee,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
A4,At Midnight,T-Connection,2904998,T-Connection,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
A5,You Get Me Hot,"Jimmy ""Bo"" Horne",2904998,"Jimmy ""Bo"" Horne",https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
A6,Do You Wanna Go Party,KC & The Sunshine Band,2904998,KC & The Sunshine Band,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
B1,Dancin' In My Feet,Laura Taylor,2904998,Laura Taylor,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
B2,Do You Feel Alright,KC & The Sunshine Band,2904998,KC & The Sunshine Band,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
B3,Full Tilt Boogie,Uncle Louie,2904998,Uncle Louie,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
B4,Crank It Up (Funk Town),Peter Brown (2),2904998,Peter Brown,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
B5,Saturday Night,T-Connection,2904998,T-Connection,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
B6,Fly Me On The Wings Of Love,Celi Bee,2904998,Celi Bee,https://i.discogs.com/xGwDX43BpD2MJmQQ_aXHwFgbnafCthFyu4Y6iFqFdgQ/rs:fit/g:sm/q:90/h:222/w:227/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,https://i.discogs.com/rsAorBjrQmq2IYiHjgSH-Pp8I5fQvKnNcuP7l_uj6kY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MDQ5/OTgtMTMwNjU4NjA1/MS5qcGVn.jpeg,"Disco, Funk",Funk / Soul,1979.0,Miami Sound Vol.2,Various
